,plotid,npp_mc,npp_mc
141,HARV_041,2.346327141,9.740397205
142,HARV_041,47.8247812,8.469568648
143,HARV_041,24.50932811,6.924552188
144,HARV_041,29.9792869,6.043424406
145,HARV_041,51.88628246,7.795414622
146,HARV_041,46.65611732,8.626527594
147,HARV_041,46.72228074,6.836593776
148,HARV_041,28.63179648,6.992395422
149,HARV_041,57.39601389,5.761392254
150,HARV_041,47.56007505,9.053791629
151,HARV_041,60.0016807,8.845995709
152,HARV_041,45.13548623,7.226919982
153,HARV_041,76.54309191,8.180857382
154,HARV_041,24.32707881,7.551837924
155,HARV_041,45.99272916,9.07928723
156,HARV_041,31.68622979,6.254982466
157,HARV_041,12.09952013,9.33071528
158,HARV_041,74.32795066,8.042208055
159,HARV_041,30.82893848,7.724692969
160,HARV_041,1.213413937,5.09235635
161,HARV_041,12.11351736,6.3603785
162,HARV_041,15.51130278,6.451104278
163,HARV_041,31.91644619,10.17070112
164,HARV_041,75.3971037,6.890703492
165,HARV_041,79.16701968,7.949352145
166,HARV_041,67.93574873,6.685728972
167,HARV_041,0.403753426,6.515364738
168,HARV_041,36.95667492,6.146004852
169,HARV_041,7.363517059,6.347437934
170,HARV_041,24.67269683,8.070882896
171,HARV_041,32.56205576,7.11045414
172,HARV_041,79.73179889,8.874800178
173,HARV_041,45.81787258,6.69892407
174,HARV_041,76.26931767,7.031949043
175,HARV_041,31.89917347,6.331157327
176,HARV_041,4.610468564,9.003374759
177,HARV_041,33.78172975,7.905063406
178,HARV_041,65.0696747,7.962607895
179,HARV_041,3.43433896,6.7715203
180,HARV_041,1.309916184,6.162397653
181,HARV_041,3.66524624,8.478077744
182,HARV_041,10.62865143,6.342784933
183,HARV_041,44.1710039,6.16660223
184,HARV_041,29.9572278,8.951038424
185,HARV_041,29.52376242,9.717234118
186,HARV_041,28.48045785,7.264476232
187,HARV_041,57.54948114,7.272680254
188,HARV_041,50.29607236,5.566254306
189,HARV_041,12.07515713,5.951421384
190,HARV_041,61.96158823,6.572870623
191,HARV_041,37.14076369,6.362346662
192,HARV_041,28.10298311,9.006044015
193,HARV_041,22.23009314,5.235426199
194,HARV_041,6.588720854,7.286822086
195,HARV_041,8.088646952,7.775772399
196,HARV_041,34.80640098,7.025171501
197,HARV_041,3.633249504,7.199026542
198,HARV_041,37.49088117,7.110840935
199,HARV_041,11.06528928,6.982610363
200,HARV_041,26.29052583,8.101850624
201,HARV_041,129.4429374,8.259467054
202,HARV_041,11.20757598,7.27260496
203,HARV_041,7.844875635,7.002921573
204,HARV_041,19.80361886,5.99651624
205,HARV_041,28.18542934,6.629581845
206,HARV_041,50.41019815,8.79091577
207,HARV_041,13.93092749,8.168289069
208,HARV_041,9.138901644,8.826800518
209,HARV_041,37.05166612,6.433793388
210,HARV_041,21.51013034,6.291969398
211,HARV_041,12.63053741,6.971284444
212,HARV_041,32.20450127,8.513298643
213,HARV_041,55.62634158,5.871197301
214,HARV_041,31.64747792,7.754434748
215,HARV_041,73.57390477,9.580666636
216,HARV_041,21.12875245,6.681363786
217,HARV_041,28.7658566,8.202178307
218,HARV_041,2.579650003,5.633936672
219,HARV_041,37.17766643,13.84844253
220,HARV_041,16.88965075,6.641543165
221,HARV_041,118.9129385,7.902219758
222,HARV_041,96.66020408,6.035577787
223,HARV_041,31.12131202,8.130042629
224,HARV_041,41.19007489,9.165672752
225,HARV_041,98.21038886,7.014459798
226,HARV_041,37.74734799,7.010277829
227,HARV_041,45.62950627,7.758308021
228,HARV_041,36.65924527,7.133187368
229,HARV_041,6.18247994,6.210822849
230,HARV_041,34.99629207,6.562485513
231,HARV_041,0,6.704949856
232,HARV_041,5.15420807,7.359011419
233,HARV_041,39.11188319,8.099557561
234,HARV_041,4.68345129,8.381283578
235,HARV_041,38.29189709,10.19472608
236,HARV_041,179.8455149,6.226678046
237,HARV_041,24.25325049,6.187222586
238,HARV_041,51.6826725,5.835569821
239,HARV_041,49.24839015,7.767677118
240,HARV_041,65.64638844,7.885498688
241,HARV_041,212.029382,7.185090006
242,HARV_041,32.02344515,7.946182962
243,HARV_041,156.7709365,7.04016373
244,HARV_041,104.3882652,7.10095048
245,HARV_041,30.57116179,5.824302762
246,HARV_041,22.20442453,6.685734774
247,HARV_041,11.26206165,7.247236731
248,HARV_041,93.28925877,6.19072585
249,HARV_041,3.994317989,9.204563454
250,HARV_041,9.902335657,7.499162382
251,HARV_041,89.74341555,6.797847159
252,HARV_041,1.986971203,9.143553037
253,HARV_041,1.77926858,5.580125156
254,HARV_041,30.08643904,6.93425347
255,HARV_041,120.5209147,8.064179041
256,HARV_041,14.8884344,7.111972062
257,HARV_041,8.990323283,7.071594693
258,HARV_041,4.481117239,6.917115889
259,HARV_041,7.37200485,6.957896349
260,HARV_041,27.33342431,7.79504705
261,HARV_041,28.58528069,7.913224906
262,HARV_041,19.7696334,9.202304667
263,HARV_041,7.075844885,5.833475476
264,HARV_041,41.26546663,7.201842394
265,HARV_041,4.575532709,7.985124629
266,HARV_041,71.57617084,7.661705181
267,HARV_041,27.32737341,8.602531139
268,HARV_041,81.94688674,5.95150227
269,HARV_041,27.33530519,8.038205924
270,HARV_041,19.68495469,6.747085663
271,HARV_041,21.18001891,7.782670089
272,HARV_041,59.9965494,7.242982431
273,HARV_041,5.102171909,6.218987832
274,HARV_041,16.21195756,7.414575007
275,HARV_041,39.30954588,10.59251385
276,HARV_041,24.32443601,7.073536317
277,HARV_041,83.40036786,7.589745355
278,HARV_041,51.58932848,7.909008796
279,HARV_041,15.41824184,7.19439518
280,HARV_041,39.45560104,10.35400658
281,HARV_041,57.88934325,6.306778688
282,HARV_041,80.86283952,7.163741075
283,HARV_041,87.98968605,5.814206834
284,HARV_041,64.28403387,7.147058323
285,HARV_041,54.2948982,7.708918484
286,HARV_041,16.98731997,7.853472448
287,HARV_041,4.429206301,6.608414145
288,HARV_041,11.40864821,9.623554529
289,HARV_041,35.86311848,6.46462903
290,HARV_041,126.4503402,7.587673476
291,HARV_041,79.0410988,9.543327176
292,HARV_041,17.39875483,8.405263632
293,HARV_041,143.2545762,7.308036732
294,HARV_041,25.94859008,6.97596919
295,HARV_041,55.58164394,6.52752285
296,HARV_041,65.30378339,7.122948735
297,HARV_041,11.46353395,7.869994191
298,HARV_041,44.88270107,8.377977435
299,HARV_041,9.650380788,5.643924938
300,HARV_041,39.97274324,8.530353929
301,HARV_041,185.8282459,8.232272856
302,HARV_041,105.316999,7.736515292
303,HARV_041,49.51339508,6.399733513
304,HARV_041,48.19753517,12.64876477
305,HARV_041,85.87024244,7.197912835
306,HARV_041,31.12356853,9.320495798
307,HARV_041,19.31676077,6.924294504
308,HARV_041,66.5549618,6.779339729
309,HARV_041,12.1094348,7.954786832
310,HARV_041,93.58959465,6.614095901
311,HARV_041,0.44801276,7.354177891
312,HARV_041,56.19640228,6.549794169
313,HARV_041,23.04293361,6.777827627
314,HARV_041,28.45845937,7.161628718
315,HARV_041,51.01287132,8.205704096
316,HARV_041,60.10019524,5.766768786
317,HARV_041,9.184770068,7.607817211
318,HARV_041,16.36702888,6.251674108
319,HARV_041,40.6971215,7.25710943
320,HARV_041,52.07589412,7.577259969
321,HARV_041,24.41349249,8.16472
322,HARV_041,28.13610594,5.856326044
323,HARV_041,48.7646697,7.595779622
324,HARV_041,42.6986481,6.850947768
325,HARV_041,59.87240558,9.127240416
326,HARV_041,75.14239684,7.034024959
327,HARV_041,12.09781088,6.415423997
328,HARV_041,3.014929086,6.840168382
329,HARV_041,2.733633129,6.651894038
330,HARV_041,95.70348706,7.00441756
331,HARV_041,20.78533412,6.831272923
332,HARV_041,21.80768948,6.252126002
333,HARV_041,22.93030645,8.433757502
334,HARV_041,16.12854344,9.305080354
335,HARV_041,20.55212059,9.24695455
336,HARV_041,7.860631887,10.3934892
337,HARV_041,1.145261039,7.544440822
338,HARV_041,56.1602787,9.803304689
339,HARV_041,41.77386816,6.319620073
340,HARV_041,94.33957461,8.89224073
341,HARV_041,24.09564572,7.373011688
342,HARV_041,6.364117202,8.542922661
343,HARV_041,2.89459334,12.0597043
344,HARV_041,53.17538014,6.43496987
345,HARV_041,5.868850291,7.699966126
346,HARV_041,79.92365227,7.196233092
347,HARV_041,33.21886965,9.075154425
348,HARV_041,23.19997378,7.186698553
349,HARV_041,3.791548126,5.986717355
350,HARV_041,15.94918323,7.422717672
351,HARV_041,17.53109278,6.543409987
352,HARV_041,10.2546321,7.617655315
353,HARV_041,62.88757413,7.994655991
354,HARV_041,62.44395085,8.646155426
355,HARV_041,12.46922278,8.114856578
356,HARV_041,107.3969567,8.247192307
357,HARV_041,0.631483101,7.87246919
358,HARV_041,6.507069445,8.443052461
359,HARV_041,38.40852451,5.794218486
360,HARV_041,5.898589415,6.73022268
361,HARV_041,74.28445768,6.975257453
362,HARV_041,99.45907014,8.141555731
363,HARV_041,3.698460112,10.469123
364,HARV_041,3.62948919,6.459513355
365,HARV_041,27.82072595,8.115966895
366,HARV_041,21.83893369,9.397574683
367,HARV_041,22.57933288,6.545237215
368,HARV_041,14.10382041,6.109621423
369,HARV_041,22.42891027,6.290894559
370,HARV_041,17.21217153,7.305666649
371,HARV_041,15.38061943,4.819156896
372,HARV_041,16.46212126,5.475643309
373,HARV_041,3.166624221,5.907467406
374,HARV_041,0,8.410256418
375,HARV_041,12.81335466,8.100250101
376,HARV_041,151.8806002,9.19289374
377,HARV_041,1.212903692,6.509808527
378,HARV_041,8.418473072,7.569710508
379,HARV_041,4.06047113,7.345352375
380,HARV_041,125.4832138,6.614389598
381,HARV_041,57.90942643,7.121444106
382,HARV_041,18.43514142,6.409586354
383,HARV_041,4.623370486,6.7282125
384,HARV_041,35.57191326,9.728108979
385,HARV_041,57.99447559,6.705532448
386,HARV_041,8.959483914,10.95197061
387,HARV_041,55.67112166,8.803453327
388,HARV_041,18.21075662,8.48281777
389,HARV_041,8.260752149,6.276037053
390,HARV_041,53.8677586,6.565627934
391,HARV_041,58.22934698,5.748995101
392,HARV_041,71.86605316,5.857039144
393,HARV_041,42.70475409,7.790944078
394,HARV_041,6.658999435,7.296618047
395,HARV_041,55.39318464,12.75236034
396,HARV_041,21.9846213,8.47954127
397,HARV_041,127.7450157,7.455664419
398,HARV_041,29.44295827,8.865263738
399,HARV_041,19.5645836,5.894155384
400,HARV_041,49.46731054,6.703109206
401,HARV_041,62.46087659,6.70690477
402,HARV_041,53.63613087,13.53337816
403,HARV_041,1.760680933,6.925563253
404,HARV_041,27.12485492,9.779248518
405,HARV_041,18.61725026,6.427912535
406,HARV_041,13.69708512,11.25920235
407,HARV_041,5.620580631,10.34257926
408,HARV_041,8.831941207,7.395785438
409,HARV_041,93.44198531,10.176374
410,HARV_041,2.929633302,7.662035315
411,HARV_041,71.83356906,6.367678336
412,HARV_041,111.8545276,7.160014136
413,HARV_041,86.54075079,6.100942215
414,HARV_041,17.17268418,6.899284512
415,HARV_041,58.10302123,11.64087952
416,HARV_041,6.241447269,10.71594031
417,HARV_041,8.275095961,6.234418752
418,HARV_041,111.917146,7.523683537
419,HARV_041,61.3168668,5.386031241
420,HARV_041,52.01004341,8.709647651
421,HARV_041,54.49290876,8.477003561
422,HARV_041,31.02893664,7.496739753
423,HARV_041,26.10928942,5.349817613
424,HARV_041,53.71368217,7.166336003
425,HARV_041,0.004913405,7.208378258
426,HARV_041,124.9059948,5.978429393
427,HARV_041,44.60442225,6.528700215
428,HARV_041,53.28799469,4.277068215
429,HARV_041,20.5214841,8.862723826
430,HARV_041,0.670536429,8.68685309
431,HARV_041,58.24742439,7.310888138
432,HARV_041,23.89301482,7.708871479
433,HARV_041,0.819082859,6.045609296
434,HARV_041,2.371350521,8.759187895
435,HARV_041,43.88575213,8.198079914
436,HARV_041,157.3246769,8.719742498
437,HARV_041,34.76144142,5.683869692
438,HARV_041,43.12490877,5.339806787
439,HARV_041,56.39144187,7.661532406
440,HARV_041,81.97283377,8.807226841
441,HARV_041,40.89753313,7.753010742
442,HARV_041,39.00317218,6.633587257
443,HARV_041,9.86199284,7.880625374
444,HARV_041,68.22260555,6.439514956
445,HARV_041,2.244424818,5.40161398
446,HARV_041,22.25952178,6.491267831
447,HARV_041,10.25276858,8.68301706
448,HARV_041,31.44851903,7.110826479
449,HARV_041,51.15973823,5.770030942
450,HARV_041,40.78323373,5.794882739
451,HARV_041,101.1018292,8.861892633
452,HARV_041,10.59630208,6.775400641
453,HARV_041,2.091043754,6.23730973
454,HARV_041,20.77789505,6.40096025
455,HARV_041,2.455574874,7.316766355
456,HARV_041,9.97126042,4.649916115
457,HARV_041,33.47053748,7.100700054
458,HARV_041,2.478884568,6.715915616
459,HARV_041,18.04839391,9.284792354
460,HARV_041,11.87228488,6.071351578
461,HARV_041,54.52422346,6.970695917
462,HARV_041,68.65087339,9.273171698
463,HARV_041,110.999216,7.407933873
464,HARV_041,33.19254339,8.319465114
465,HARV_041,84.42801061,6.982895132
466,HARV_041,64.20970062,6.199449976
467,HARV_041,109.5364729,6.562836722
468,HARV_041,5.484314141,5.483356489
469,HARV_041,26.63502267,6.072152696
470,HARV_041,85.3451374,7.450874649
471,HARV_041,55.08327505,6.527766871
472,HARV_041,0.597444245,6.787520194
473,HARV_041,3.844661682,7.046050493
474,HARV_041,14.71937828,6.868357631
475,HARV_041,0.000459991,5.944053326
476,HARV_041,6.222151548,5.566689945
477,HARV_041,23.35265155,6.599173366
478,HARV_041,0.682560171,6.546286562
479,HARV_041,55.01916862,6.053433926
480,HARV_041,77.00203868,7.958018926
481,HARV_041,146.2316024,6.205536801
482,HARV_041,12.10648642,7.303623373
483,HARV_041,102.0099377,6.606135997
484,HARV_041,67.10204307,8.162340904
485,HARV_041,30.64422468,6.432882549
486,HARV_041,21.39931706,8.331913355
487,HARV_041,5.8917518,7.842070118
488,HARV_041,27.63717363,6.492841427
489,HARV_041,71.54346186,9.121693721
490,HARV_041,72.27753754,9.58824692
491,HARV_041,40.66720205,6.440539853
492,HARV_041,25.43941447,7.522829907
493,HARV_041,33.10111603,7.503203308
494,HARV_041,7.230328088,6.834449475
495,HARV_041,89.26099441,5.680383194
496,HARV_041,7.156942551,6.374244542
497,HARV_041,67.57964205,8.839913962
498,HARV_041,0.447730299,6.295160495
499,HARV_041,47.62829099,7.998066008
500,HARV_041,33.06006778,7.038685408
501,HARV_041,63.41721737,8.022525066
502,HARV_041,12.84762012,7.531225635
503,HARV_041,29.99760005,9.162088148
504,HARV_041,59.27029785,8.099635061
505,HARV_041,27.43913828,7.459088762
506,HARV_041,167.5714158,6.918793501
507,HARV_041,29.68000345,7.156405734
508,HARV_041,101.403884,8.753596516
509,HARV_041,43.3810902,6.765692831
510,HARV_041,12.47104508,7.596123391
511,HARV_041,63.85818068,6.054532252
512,HARV_041,42.37360419,6.254094336
513,HARV_041,37.5557309,7.06479064
514,HARV_041,69.15180088,6.265283652
515,HARV_041,23.53304422,6.849289343
516,HARV_041,47.67674643,7.987473707
517,HARV_041,8.910472172,5.406645453
518,HARV_041,35.17833515,6.307728259
519,HARV_041,19.41636531,5.423462086
520,HARV_041,10.30403863,7.893598635
521,HARV_041,113.1406187,7.103853829
522,HARV_041,3.824326733,6.758551372
523,HARV_041,1.451363577,10.70783854
524,HARV_041,44.86878709,7.710390359
525,HARV_041,17.46925476,6.744898262
526,HARV_041,41.59426502,8.981053626
527,HARV_041,24.5496113,7.364444588
528,HARV_041,87.77669944,7.639450672
529,HARV_041,41.21420106,8.283931234
530,HARV_041,0.000811089,6.976980877
531,HARV_041,84.8656436,7.410022696
532,HARV_041,48.14720958,8.092350593
533,HARV_041,39.33263951,8.608326617
534,HARV_041,99.78248731,6.625305938
535,HARV_041,62.98458079,6.940489743
536,HARV_041,15.58562844,8.786516637
537,HARV_041,95.57953065,9.200440085
538,HARV_041,38.02953128,9.678138473
539,HARV_041,47.43111406,9.832214047
540,HARV_041,4.39517813,9.088283061
541,HARV_041,9.261108419,7.73110915
542,HARV_041,71.42186945,6.65370166
543,HARV_041,64.95356954,5.978461235
544,HARV_041,8.028448284,7.420531765
545,HARV_041,52.98866696,7.528481963
546,HARV_041,54.30656405,5.679062031
547,HARV_041,73.43156364,6.696723461
548,HARV_041,35.3990125,8.299471343
549,HARV_041,51.28955962,6.723528755
550,HARV_041,59.41892252,6.552268792
551,HARV_041,15.43218856,7.669576833
552,HARV_041,0.057471917,6.964411287
553,HARV_041,53.13108414,6.878968289
554,HARV_041,69.3424471,6.979211686
555,HARV_041,2.191619188,6.904132806
556,HARV_041,15.62399364,6.748434677
557,HARV_041,62.07149405,8.421740334
558,HARV_041,1.532150718,6.516355845
559,HARV_041,65.54910447,6.033399052
560,HARV_041,60.06448058,5.868883645
561,HARV_041,39.16176084,7.205362503
562,HARV_041,45.28974076,7.573702395
563,HARV_041,42.67357071,6.928364665
564,HARV_041,42.88313434,8.025772544
565,HARV_041,41.99161749,8.255767923
566,HARV_041,9.678268132,7.155127138
567,HARV_041,53.11125934,9.140509764
568,HARV_041,2.076121985,6.509235128
569,HARV_041,76.41466797,6.264579472
570,HARV_041,2.71363375,8.417672892
571,HARV_041,43.06613308,6.080337901
572,HARV_041,0.731966921,9.710318837
573,HARV_041,26.85304787,8.632293905
574,HARV_041,48.21004847,5.785677694
575,HARV_041,84.69908549,6.085028902
576,HARV_041,3.591226428,7.691858083
577,HARV_041,76.5414439,8.232405092
578,HARV_041,99.04919836,7.242603698
579,HARV_041,104.5478734,6.776667746
580,HARV_041,13.27781114,7.980213291
581,HARV_041,7.600111301,7.397980761
582,HARV_041,78.36140802,6.35606659
583,HARV_041,23.97155193,6.769898508
584,HARV_041,7.9622943,5.968700898
585,HARV_041,75.0491456,5.943515941
586,HARV_041,30.32614585,6.890335308
587,HARV_041,46.67502171,6.34178715
588,HARV_041,48.78958962,5.116458821
589,HARV_041,52.88379858,6.867543528
590,HARV_041,1.988122539,7.416550086
591,HARV_041,78.15622141,6.250684575
592,HARV_041,20.14389312,7.394350585
593,HARV_041,60.63950095,7.771393592
594,HARV_041,38.42717868,7.702301938
595,HARV_041,42.34744727,8.346125814
596,HARV_041,0.004791781,7.098246134
597,HARV_041,0.590755031,7.935709576
598,HARV_041,54.02176189,7.678871299
599,HARV_041,25.78236319,5.766746267
600,HARV_041,30.32014252,8.057420513
601,HARV_041,43.42346755,8.314575749
602,HARV_041,31.94112004,6.594497811
603,HARV_041,22.1343773,8.006620024
604,HARV_041,70.06588923,7.550138337
605,HARV_041,95.30247703,6.686698858
606,HARV_041,22.0588426,7.631056738
607,HARV_041,95.28093178,4.970017256
608,HARV_041,56.24877373,4.518451695
609,HARV_041,8.884822253,6.500227988
610,HARV_041,47.48309205,10.29035216
611,HARV_041,86.05828761,10.68173915
612,HARV_041,5.7289681,5.280257052
613,HARV_041,1.250032382,7.726455653
614,HARV_041,4.378747813,8.209668701
615,HARV_041,16.01382006,7.43630662
616,HARV_041,60.58726605,5.747192369
617,HARV_041,12.98046383,10.41617657
618,HARV_041,3.792109741,6.847596412
619,HARV_041,42.58779512,6.243657139
620,HARV_041,105.2708262,7.889068862
621,HARV_041,10.57179848,8.031004544
622,HARV_041,8.022340572,8.370776183
623,HARV_041,13.39019599,8.043515704
624,HARV_041,23.24731968,6.92559322
625,HARV_041,0.985279392,5.974106322
626,HARV_041,70.09279685,6.789867931
627,HARV_041,33.38072288,7.878950444
628,HARV_041,67.47868476,8.726583867
629,HARV_041,34.44040445,6.031621066
630,HARV_041,56.2598413,7.826713555
631,HARV_041,5.642265489,7.299165538
632,HARV_041,7.054665134,7.101825925
633,HARV_041,23.13227877,9.250576589
634,HARV_041,124.9573157,6.498037637
635,HARV_041,11.95547318,6.556957094
636,HARV_041,82.25395551,8.209830361
637,HARV_041,57.91756656,7.125703849
638,HARV_041,36.04275491,7.581477
639,HARV_041,38.68087185,6.266148935
640,HARV_041,27.63873091,7.949579547
641,HARV_041,43.20307799,5.086074606
642,HARV_041,30.33222211,9.148547876
643,HARV_041,69.62349329,14.17849272
644,HARV_041,49.23091831,5.629149199
645,HARV_041,6.427114683,7.016742168
646,HARV_041,46.97197508,7.884735046
647,HARV_041,91.40451549,7.825823914
648,HARV_041,7.97050853,9.602167658
649,HARV_041,75.48088819,6.654483021
650,HARV_041,154.6475098,8.318885479
651,HARV_041,63.63836051,7.760607526
652,HARV_041,48.24196953,7.701430327
653,HARV_041,106.6357875,6.297645045
654,HARV_041,105.0249409,5.969688217
655,HARV_041,18.52654637,6.158962595
656,HARV_041,90.93147323,6.407608286
657,HARV_041,88.64347052,5.608455074
658,HARV_041,13.45892001,6.564482599
659,HARV_041,60.36055316,7.014717947
660,HARV_041,37.32265336,7.394160143
661,HARV_041,29.02401011,6.622565804
662,HARV_041,129.0764028,6.388240079
663,HARV_041,46.95346362,7.201040485
664,HARV_041,89.02351424,9.836618747
665,HARV_041,59.72549587,4.624450011
666,HARV_041,130.4177522,9.042515974
667,HARV_041,47.15627119,7.784499356
668,HARV_041,11.29276652,12.14274892
669,HARV_041,31.52923671,7.429412601
670,HARV_041,9.679428595,7.313244401
671,HARV_041,70.76639642,6.087791654
672,HARV_041,88.00225729,8.39985151
673,HARV_041,11.96143027,6.237328635
674,HARV_041,55.67355722,7.876524935
675,HARV_041,17.33980757,7.469816136
676,HARV_041,86.60972952,6.965268337
677,HARV_041,30.02206962,6.692770645
678,HARV_041,4.503020141,7.540622744
679,HARV_041,95.25962883,6.276381204
680,HARV_041,63.46947088,7.516064139
681,HARV_041,13.67304975,7.325728103
682,HARV_041,28.20254784,7.300942808
683,HARV_041,10.55748893,7.506361285
684,HARV_041,29.51105468,6.252411753
685,HARV_041,2.948838134,6.499910894
686,HARV_041,32.11134053,7.114886114
687,HARV_041,4.770520759,6.20204774
688,HARV_041,85.49083687,6.461810569
689,HARV_041,17.80698781,7.139577726
690,HARV_041,101.9334515,7.491273978
691,HARV_041,31.00449204,6.251571706
692,HARV_041,56.01961294,5.259565687
693,HARV_041,14.58765095,7.92576323
694,HARV_041,58.77971057,5.262695269
695,HARV_041,29.60216137,9.116018252
696,HARV_041,14.4945265,11.26150698
697,HARV_041,61.53152192,5.751155573
698,HARV_041,3.343973847,7.347786178
699,HARV_041,14.2104198,9.309452299
